DateTime,Open,High,Low,Close,EMA21,EMA75,EMA150,StochD
03/19/2023 16:00:00,14918.00,14918.00,14918.00,14918.00,14926.19,14797.46,14699.05,32.81
03/19/2023 18:00:00,14957.50,15018.25,14931.25,14970.25,14930.20,14802.01,14702.64,33.88
03/19/2023 19:00:00,14969.75,14990.00,14953.50,14974.25,14934.20,14806.54,14706.24,36.64
03/19/2023 20:00:00,14975.50,14995.25,14973.50,14979.50,14938.32,14811.09,14709.85,40.04
03/19/2023 21:00:00,14979.00,14979.00,14924.50,14943.50,14938.79,14814.58,14712.95,42.87
03/19/2023 22:00:00,14943.25,14961.25,14937.50,14959.75,14940.70,14818.40,14716.22,45.42
03/19/2023 23:00:00,14960.00,14960.75,14929.25,14935.50,14940.22,14821.48,14719.12,47.09
03/20/2023 00:00:00,14934.75,14947.00,14904.00,14924.75,14938.82,14824.20,14721.85,48.39
03/20/2023 01:00:00,14925.50,14936.00,14913.75,14921.00,14937.20,14826.75,14724.48,47.90
03/20/2023 02:00:00,14921.25,14927.25,14800.25,14839.75,14928.34,14827.09,14726.01,45.03
03/20/2023 03:00:00,14840.25,14874.00,14818.50,14858.75,14922.01,14827.92,14727.77,40.22
03/20/2023 04:00:00,14859.75,14887.00,14793.75,14885.25,14918.67,14829.43,14729.85,35.81
03/20/2023 05:00:00,14885.50,14932.25,14870.75,14921.75,14918.95,14831.86,14732.40,33.16
03/20/2023 06:00:00,14921.50,14950.25,14905.50,14925.00,14919.50,14834.31,14734.95,33.15
03/20/2023 07:00:00,14924.50,14932.50,14881.50,14906.75,14918.34,14836.22,14737.22,34.39
03/20/2023 08:00:00,14906.25,14958.25,14883.75,14940.00,14920.31,14838.95,14739.91,37.34
03/20/2023 09:00:00,14940.00,14942.25,14797.50,14832.50,14912.33,14838.78,14741.13,39.60
03/20/2023 10:00:00,14832.75,14919.25,14822.75,14912.25,14912.32,14840.71,14743.40,42.71
03/20/2023 11:00:00,14913.00,14966.00,14882.25,14885.00,14909.84,14841.88,14745.28,44.77
03/20/2023 12:00:00,14884.75,14916.25,14833.75,14905.25,14909.42,14843.54,14747.40,46.91
03/20/2023 13:00:00,14905.50,14941.75,14901.00,14929.75,14911.27,14845.81,14749.81,47.64
03/20/2023 14:00:00,14929.50,14956.25,14901.50,14930.25,14912.99,14848.03,14752.20,48.46
03/20/2023 15:00:00,14930.00,14976.25,14912.00,14961.00,14917.36,14851.01,14754.97,49.50
03/20/2023 16:00:00,14960.75,14974.25,14954.25,14969.25,14922.08,14854.12,14757.80,53.35
03/20/2023 18:00:00,14967.00,14970.75,14953.75,14965.25,14926.00,14857.04,14760.55,57.82
03/20/2023 19:00:00,14965.25,14966.25,14949.50,14961.25,14929.20,14859.79,14763.21,63.86
03/20/2023 20:00:00,14960.25,15006.25,14951.25,14972.00,14933.10,14862.74,14765.98,68.64
03/20/2023 21:00:00,14972.25,14974.25,14944.50,14964.25,14935.93,14865.41,14768.60,73.23
03/20/2023 22:00:00,14963.75,14978.75,14962.50,14969.75,14939.00,14868.16,14771.27,76.84
03/20/2023 23:00:00,14969.00,14972.25,14957.25,14963.75,14941.25,14870.67,14773.82,79.09
03/21/2023 00:00:00,14963.25,14967.00,14954.50,14964.50,14943.37,14873.14,14776.34,80.50
03/21/2023 01:00:00,14965.00,14975.25,14959.25,14966.50,14945.47,14875.60,14778.86,81.10
03/21/2023 02:00:00,14967.00,14981.25,14960.50,14978.00,14948.43,14878.29,14781.50,81.61
03/21/2023 03:00:00,14978.00,15010.25,14966.25,14992.75,14952.46,14881.30,14784.30,82.40
03/21/2023 04:00:00,14993.25,15002.25,14975.00,14978.50,14954.82,14883.86,14786.87,83.19
03/21/2023 05:00:00,14979.25,14987.00,14962.00,14986.00,14957.66,14886.55,14789.51,84.09
03/21/2023 06:00:00,14986.00,15016.50,14978.75,14995.25,14961.07,14889.41,14792.23,85.10
03/21/2023 07:00:00,14994.75,15060.50,14991.25,15050.25,14969.18,14893.64,14795.65,86.62
03/21/2023 08:00:00,15050.00,15057.50,15022.25,15032.25,14974.92,14897.29,14798.78,88.24
03/21/2023 09:00:00,15032.00,15086.25,15028.75,15082.25,14984.67,14902.16,14802.54,89.93
03/21/2023 10:00:00,15083.00,15105.75,14981.75,15000.25,14986.09,14904.74,14805.16,89.49
03/21/2023 11:00:00,15001.00,15046.50,14980.00,15000.50,14987.40,14907.26,14807.74,87.52
03/21/2023 12:00:00,15001.25,15057.00,14994.00,15047.50,14992.86,14910.95,14810.92,84.51
03/21/2023 13:00:00,15048.00,15088.25,15039.75,15051.50,14998.19,14914.65,14814.10,82.09
03/21/2023 14:00:00,15051.75,15117.00,15050.25,15108.50,15008.22,14919.75,14818.00,80.81
03/21/2023 15:00:00,15108.50,15165.75,15106.50,15145.50,15020.70,14925.69,14822.34,80.14
03/21/2023 16:00:00,15145.25,15154.00,15134.75,15144.00,15031.91,14931.44,14826.60,79.87
03/21/2023 18:00:00,15141.75,15143.00,15130.50,15135.25,15041.30,14936.80,14830.69,80.72
03/21/2023 19:00:00,15135.00,15145.25,15131.50,15136.75,15049.98,14942.06,14834.74,82.65
03/21/2023 20:00:00,15136.50,15139.50,15124.75,15135.25,15057.73,14947.15,14838.72,85.35
03/21/2023 21:00:00,15135.50,15154.75,15131.75,15152.75,15066.37,14952.56,14842.88,87.91
03/21/2023 22:00:00,15153.00,15153.25,15138.25,15143.50,15073.38,14957.58,14846.86,88.95
03/21/2023 23:00:00,15143.00,15146.00,15138.25,15143.75,15079.78,14962.48,14850.80,89.50
03/22/2023 00:00:00,15143.25,15156.25,15141.75,15149.75,15086.14,14967.41,14854.76,89.18
03/22/2023 01:00:00,15149.75,15151.25,15135.25,15136.25,15090.70,14971.85,14858.49,89.14
03/22/2023 02:00:00,15136.00,15144.75,15131.25,15142.75,15095.43,14976.35,14862.25,89.32
