DateTime,Last
11/28/2025 07:50:04,24468.25
11/28/2025 07:50:04,24468.00
11/28/2025 07:50:04,24488.00
11/28/2025 07:50:04,24495.00
11/28/2025 07:50:04,24501.25
11/28/2025 07:50:04,24505.75
11/28/2025 07:50:04,24504.50
11/28/2025 07:50:04,24511.00
11/28/2025 07:50:04,24517.75
11/28/2025 07:50:04,24530.50
11/28/2025 07:50:04,24543.25
11/28/2025 07:50:04,24545.50
11/28/2025 07:50:04,24543.75
11/28/2025 07:50:04,24534.25
11/28/2025 07:50:04,24539.25
11/28/2025 07:50:04,24534.50
11/28/2025 07:50:04,24553.50
11/28/2025 07:50:04,24544.25
11/28/2025 07:50:04,24550.50
11/28/2025 07:50:04,24532.75
11/28/2025 07:50:04,24533.25
11/28/2025 07:50:04,24542.75
11/28/2025 07:50:04,24550.75
11/28/2025 07:50:04,24560.50
11/28/2025 07:50:04,24554.75
11/28/2025 07:50:04,24532.00
11/28/2025 07:50:04,24515.00
11/28/2025 07:50:04,24511.00
11/28/2025 07:50:04,24518.00
11/28/2025 07:50:04,24502.75
11/28/2025 07:50:04,24484.00
11/28/2025 07:50:04,24472.50
11/28/2025 07:50:04,24476.50
11/28/2025 07:50:04,24477.00
11/28/2025 07:50:04,24485.75
11/28/2025 07:50:04,24471.50
11/28/2025 07:50:04,24469.75
11/28/2025 07:50:04,24486.00
11/28/2025 07:50:04,24509.25
11/28/2025 07:50:04,24506.75
11/28/2025 07:50:04,24527.25
11/28/2025 07:50:04,24529.25
11/28/2025 07:50:04,24541.75
11/28/2025 07:50:04,24534.50
11/28/2025 07:50:04,24529.75
11/28/2025 07:50:04,24514.50
11/28/2025 07:50:04,24507.50
11/28/2025 07:50:04,24493.00
11/28/2025 07:50:04,24487.75
11/28/2025 07:50:04,24485.50
11/28/2025 07:50:04,24465.75
11/28/2025 07:50:04,24462.50
11/28/2025 07:50:04,24453.50
11/28/2025 07:50:04,24463.25
11/28/2025 07:50:04,24452.25
11/28/2025 07:50:04,24445.25
11/28/2025 07:50:04,24471.00
11/28/2025 07:50:04,24483.50
11/28/2025 07:50:04,24457.25
11/28/2025 07:50:04,24471.00
11/28/2025 07:50:04,24469.75
11/28/2025 07:50:04,24496.50
11/28/2025 07:50:04,24496.75
11/28/2025 07:50:04,24502.00
11/28/2025 07:50:04,24527.75
11/28/2025 07:50:04,24526.25
11/28/2025 07:50:04,24540.50
11/28/2025 07:50:04,24560.50
11/28/2025 07:50:04,24574.00
11/28/2025 07:50:04,24592.75
11/28/2025 07:50:04,24575.00
11/28/2025 07:50:04,24583.75
11/28/2025 07:50:04,24577.00
11/28/2025 07:50:04,24567.25
11/28/2025 07:50:04,24560.00
11/28/2025 07:50:04,24556.50
11/28/2025 07:50:04,24575.25
11/28/2025 07:50:04,24586.75
11/28/2025 07:50:04,24593.25
11/28/2025 07:50:04,24581.75
11/28/2025 07:50:04,24607.25
11/28/2025 07:50:04,24587.50
11/28/2025 07:50:04,24584.50
11/28/2025 07:50:04,24560.25
11/28/2025 07:50:04,24541.25
11/28/2025 07:50:04,24533.50
11/28/2025 07:50:04,24556.00
11/28/2025 07:50:04,24559.75
11/28/2025 07:50:04,24543.00
11/28/2025 07:50:04,24556.75
11/28/2025 07:50:04,24564.00
11/28/2025 07:50:04,24588.75
11/28/2025 07:50:04,24580.75
11/28/2025 07:50:04,24591.75
11/28/2025 07:50:04,24574.25
11/28/2025 07:50:04,24595.50
11/28/2025 07:50:04,24600.50
11/28/2025 07:50:04,24584.25
11/28/2025 07:50:04,24576.50
11/28/2025 07:50:04,24570.50
11/28/2025 07:50:04,24554.00
11/28/2025 07:50:04,24552.50
11/28/2025 07:50:04,24560.75
11/28/2025 07:50:04,24560.50
11/28/2025 07:50:04,24547.00
11/28/2025 07:50:04,24564.50
11/28/2025 07:50:04,24563.25
11/28/2025 07:50:04,24567.00
11/28/2025 07:50:04,24562.00
11/28/2025 07:50:04,24564.75
11/28/2025 07:50:04,24550.00
11/28/2025 07:50:04,24538.25
11/28/2025 07:50:04,24522.25
11/28/2025 07:50:04,24536.25
11/28/2025 07:50:04,24544.75
11/28/2025 07:50:04,24573.25
11/28/2025 07:50:04,24573.50
11/28/2025 07:50:04,24579.00
11/28/2025 07:50:04,24566.00
11/28/2025 07:50:04,24543.50
11/28/2025 07:50:04,24531.00
11/28/2025 07:50:04,24515.75
11/28/2025 07:50:04,24502.75
11/28/2025 07:50:04,24520.25
11/28/2025 07:50:04,24508.25
11/28/2025 07:50:04,24494.75
11/28/2025 07:50:04,24483.25
11/28/2025 07:50:04,24483.75
11/28/2025 07:50:04,24481.75
11/28/2025 07:50:04,24477.75
11/28/2025 07:50:04,24467.50
11/28/2025 07:50:04,24464.00
11/28/2025 07:50:04,24496.25
11/28/2025 07:50:04,24488.75
11/28/2025 07:50:04,24457.25
11/28/2025 07:50:04,24472.50
11/28/2025 07:50:04,24493.50
11/28/2025 07:50:04,24496.25
11/28/2025 07:50:04,24475.50
11/28/2025 07:50:04,24466.00
11/28/2025 07:50:04,24485.25
11/28/2025 07:50:04,24492.50
11/28/2025 07:50:04,24473.00
11/28/2025 07:50:04,24479.00
11/28/2025 07:50:04,24504.50
11/28/2025 07:50:04,24494.50
11/28/2025 07:50:04,24524.25
11/28/2025 07:50:04,24525.25
11/28/2025 07:50:04,24520.75
11/28/2025 07:50:04,24525.25
11/28/2025 07:50:04,24511.75
11/28/2025 07:50:04,24485.25
11/28/2025 07:50:04,24511.50
11/28/2025 07:50:04,24504.75
11/28/2025 07:50:04,24477.25
11/28/2025 07:50:04,24476.50
11/28/2025 07:50:04,24499.75
11/28/2025 07:50:04,24505.25
11/28/2025 07:50:04,24488.75
11/28/2025 07:50:04,24489.75
11/28/2025 07:50:04,24480.25
11/28/2025 07:50:04,24490.25
11/28/2025 07:50:04,24485.75
11/28/2025 07:50:04,24477.75
